laptop_ID;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram(GB);Memory;Gpu;OpSys;Weight;Price_euros
818;Lenovo;IdeaPad 310-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 920M;Windows 10;2.4kg;60900
819;HP;Omen 17-an012dx;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1TB HDD;AMD Radeon RX 580;Windows 10;3.74kg;174900
820;MSI;GE72MVR 7RG;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9kg;241500
821;Samsung;Notebook 9;Ultrabook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;0.81kg;149900
822;Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce GT 940MX;Windows 10;1.98kg;96100
823;Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18kg;78981
824;Lenovo;Thinkpad T470s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;185900
825;Razer;Blade Stealth;Ultrabook;125;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7500U 2.5GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;179900
826;HP;Chromebook 11;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.23kg;38500
827;Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.36kg;250502
828;Dell;Latitude 3480;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.76kg;75500
829;Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;48990
830;Toshiba;Tecra X40-D-10Z;Ultrabook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.25kg;109000
831;Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.13kg;249900
832;MSI;GL62M 7RD;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;119900
833;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13kg;187500
834;Toshiba;Satellite Pro;Notebook;14;1366x768;Intel Pentium Dual Core 4405U 2.1GHz;4;128GB SSD;Intel HD Graphics 510;Windows 10;1.75kg;49900
835;Asus;ZenBook Flip;2 in 1 Convertible;133;Touchscreen / Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.1kg;135800
836;Dell;Latitude 3480;Notebook;14;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.76kg;58500
837;Acer;Chromebook 11;Netbook;116;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.35kg;35500
838;Acer;Swift 3;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1.5kg;61900
839;Razer;Blade Pro;Gaming;173;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32;512GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49kg;549900
840;Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1.1kg;209900
841;Asus;VivoBook Max;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 920;Linux;2.1kg;51900
842;Lenovo;Thinkpad T460;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.7kg;118600
843;Lenovo;ThinkPad T470s;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;165000
844;Dell;Alienware 15;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.21kg;277463
845;Asus;Rog GL702VS-BA023T;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9kg;241900
846;Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.0kg;66900
847;Lenovo;N42-20 Chromebook;Notebook;14;1366x768;Intel Celeron Quad Core N3160 1.6GHz;4;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.5kg;32500
848;Asus;R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB HDD;Intel HD Graphics 620;Windows 10;2.3kg;59000
849;Asus;Rog GL702VM-GC017T;Gaming;173;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.73kg;179900
851;Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42kg;307289
852;HP;ProBook 470;Notebook;173;1600x900;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.63kg;91000
853;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;2.18kg;71399
854;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 7;1.54kg;187000
855;Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18kg;73900
856;HP;Chromebook X360;2 in 1 Convertible;116;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Chrome OS;1.4kg;61500
857;Asus;ZenBook UX310UQ-GL026T;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;512GB SSD;Nvidia GeForce 940M;Windows 10;1.45kg;102600
858;HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;227700
859;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 10;1.54kg;146800
860;HP;250 G6;Notebook;156;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128GB SSD;Intel HD Graphics 400;No OS;1.86kg;29900
862;Asus;Rog GL502VM-DS74;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.1kg;189900
863;Dell;Inspiron 5767;Notebook;173;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD Radeon R7 M445;Linux;2.83kg;86500
864;Lenovo;ThinkPad T470p;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GT 940MX;Windows 10;1.96kg;190300
865;Asus;K556UR-DM621T (i7-7500U/8GB/256GB/GeForce;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce GTX 930MX;Windows 10;2.3kg;78700
866;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;94500
867;Asus;X541NA (N4200/4GB/1TB/W10);Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Windows 10;2kg;44900
868;HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;255900
869;Dell;Inspiron 5368;Notebook;133;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;1.62kg;64900
870;Lenovo;IdeaPad 110-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2.0GHz;4;1TB HDD;Intel HD Graphics 520;No OS;2.2kg;46900
871;Lenovo;ThinkPad E570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;85066
872;HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;AMD Radeon R7 M465;Windows 10;1.84kg;134900
873;Toshiba;Portege X30-D-10X;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;128500
874;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;No OS;2.5kg;101700
875;Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7660U 2.5GHz;16;512GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.29kg;224000
876;HP;Probook 450;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.07kg;91000
877;Toshiba;Portégé Z30-C-188;Ultrabook;133;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.2kg;109500
878;Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.37kg;195000
879;Acer;TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10);Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.56kg;90200
880;Dell;Precision 3520;Workstation;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia Quadro M620;Windows 10;2.23kg;177800
881;Lenovo;ThinkPad L570;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.38kg;105500
882;Lenovo;IdeaPad 110-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M430;No OS;2.2kg;47900
883;Toshiba;Tecra A50-D-11D;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.0kg;138800
884;Lenovo;Thinkpad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;180GB SSD;Intel HD Graphics 620;Windows 10;1.44kg;73500
885;Samsung;Notebook 9;Ultrabook;15;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.23kg;184900
886;Dell;Latitude 7280;Ultrabook;125;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;169000
887;Asus;X541NA-GO121 (N4200/4GB/1TB/Linux);Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Linux;2kg;39899
888;Xiaomi;Mi Notebook;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.28kg;93500
889;Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.18kg;91250
890;HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2.04kg;83900
891;HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;170000
892;HP;Pavilion x360;2 in 1 Convertible;156;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.3kg;68480
893;Asus;VivoBook L402NA;Notebook;141;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.65kg;34800
894;Lenovo;IdeaPad 510-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.2kg;66900
895;Dell;Inspiron 3552;Notebook;156;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;36900
896;HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;179900
897;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M420X;Linux;2.18kg;45570
898;Asus;Rog GL753VD-GC082T;Gaming;173;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;12;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;136990
899;Acer;Chromebook C731-C78G;Netbook;116;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.25kg;29700
900;Lenovo;IdeaPad 110-17ACL;Notebook;173;1600x900;AMD A4-Series 7210 2.2GHz;4;500GB HDD;AMD Radeon R3;Windows 10;2.8kg;37900
901;HP;Probook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;126500
902;HP;Envy x360;2 in 1 Convertible;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16;256GB SSD;Intel HD Graphics 620;Windows 10;1.42kg;139900
903;Samsung;Notebook 9;Ultrabook;15;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.17kg;169900
904;Lenovo;ThinkPad T470s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;179900
905;MSI;GS73VR Stealth;Gaming;173;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16;512GB SSD +  2TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43kg;264900
906;Toshiba;Portege X30-D-10V;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;147500
908;Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050Ti;Linux;2.62kg;92900
909;HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.04kg;90000
910;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M420X;Windows 10;2.18kg;61400
911;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;500GB HDD;Intel HD Graphics 620;Windows 10;1.9kg;93500
912;Dell;XPS 13;2 in 1 Convertible;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7Y75 1.3GHz;8;512GB SSD;Intel HD Graphics 615;Windows 10;1.24kg;201310
913;Asus;G701VO-IH74K (i7-6820HK/32GB/2x;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32;256GB SSD +  256GB SSD;Nvidia GeForce GTX 980M;Windows 10;3.58kg;127900
914;Dell;XPS 13;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;16;256GB SSD;Intel HD Graphics 615;Windows 10;1.22kg;164900
915;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13kg;204900
916;Lenovo;ThinkPad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;196299
917;LG;Gram 15Z970;Ultrabook;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.08kg;209900
918;HP;Elitebook 820;Netbook;125;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.26kg;148300
919;Acer;Chromebook CB5-571-C1DZ;Notebook;156;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core 3205U 1.5GHz;4;16GB Flash Storage;Intel HD Graphics;Chrome OS;2.20kg;35900
920;Lenovo;IdeaPad Y700-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6kg;78900
922;LG;Gram 14Z970;Ultrabook;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;0.98kg;189900
923;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;120500
924;HP;Elitebook Folio;Ultrabook;125;4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8;240GB SSD;Intel HD Graphics 515;Windows 10;1.09kg;310000
925;Lenovo;IdeaPad 510-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2kg;78900
926;HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.04kg;101899
927;Acer;Aspire E5-575;Notebook;156;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.4kg;49900
928;Lenovo;ThinkPad 13;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.44kg;88100
930;HP;Probook 430;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.49kg;96000
931;MSI;GE72VR 6RF;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7kg;159900
932;Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.6kg;134900
933;MSI;GL62M 7RD;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;111991
934;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;2.18kg;68499
935;HP;EliteBook 850;Ultrabook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;AMD Radeon R7 M365X;Windows 10;1.84kg;129699
936;HP;Envy 13-AB077cl;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.39kg;114900
937;Toshiba;Tecra Z50-C-140;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16;256GB SSD;Nvidia GeForce 930M;Windows 10;2.4kg;197500
938;Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.37kg;182500
939;Dell;Latitude 3580;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.95kg;72990
940;Lenovo;Thinkpad X270;Ultrabook;125;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.36kg;165000
941;HP;Probook 650;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2.31kg;116500
942;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.18kg;70806
943;HP;ProBook 640;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.95kg;114900
944;Lenovo;IdeaPad 320-15IAP;Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Windows 10;2.2kg;30900
945;HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.26kg;157900
946;HP;250 G6;Notebook;156;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;1TB HDD;Intel HD Graphics 400;No OS;1.86kg;28890
947;Lenovo;Yoga 900-13ISK;2 in 1 Convertible;133;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core i7 6560U 2.2GHz;16;1TB SSD;Intel Iris Graphics 540;Windows 10;1.3kg;179900
948;Toshiba;Tecra Z40-C-12X;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.47kg;110500
949;HP;EliteBook 820;Netbook;125;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.26kg;166900
950;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2.18kg;55860
951;MSI;GP62M Leopard;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;119900
952;Dell;Latitude 7480;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.36kg;163900
953;Dell;Alienware 17;Gaming;173;2560x1440;Intel Core i7 6820HK 2.7GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1080;Windows 10;4.36kg;275800
954;HP;Omen 17-W006na;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 965M;Windows 10;2.75kg;139900
955;Asus;X751SV-TY001T (N3710/4GB/1TB/GeForce;Notebook;173;1600x900;Intel Pentium Quad Core N3710 1.6GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows 10;2.8kg;53000
956;Acer;TravelMate P259-G2;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.23kg;61900
957;Toshiba;Tecra A50-C-1ZV;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2.2kg;111900
958;Lenovo;Yoga 700-11ISK;2 in 1 Convertible;113;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core M m7-6Y75 1.2GHz;8;256GB SSD;Intel HD Graphics 515;Windows 10;1.1kg;129900
959;Lenovo;IdeaPad Y700-15ACZ;Gaming;156;IPS Panel Full HD 1920x1080;AMD FX 8800P 2.1GHz;16;512GB SSD +  1TB HDD;AMD Radeon R9 M385;Windows 10;2.5kg;99900
960;Dell;Latitude 7280;Ultrabook;125;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics;Windows 10;1.36kg;147220
961;Lenovo;IdeaPad 310-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 920MX;No OS;2.2kg;68500
962;Dell;Insprion 5767;Notebook;173;1600x900;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R7 M445;Windows 10;2.36kg;65900
963;Acer;Chromebook 14;Notebook;14;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.68kg;34900
964;HP;ZBook Studio;Workstation;156;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;8;8GB SSD;Nvidia Quadro M1000M;Windows 10;2.0kg;224900
965;Dell;Latitude 7480;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.36kg;177500
966;Toshiba;Portege Z30-C-1CW;Notebook;133;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.2kg;146000
967;Asus;Chromebook Flip;2 in 1 Convertible;125;Full HD 1920x1080;Intel Core M M7-6Y75 1.2GHz;8;64GB Flash Storage;Intel HD Graphics 515;Chrome OS;1.2kg;115900
968;Lenovo;Thinkpad T460;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.7kg;148899
