laptop_ID;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight (Kg);Price_euros
801;Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.37;197000
802;Lenovo;Yoga 510-15IKB;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon R7 M460;Windows 10;2.08;95900
803;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8;512GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920;116500
804;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.42;233000
805;Asus;R417NA-RS01 (N3350/4GB/32GB/W10);Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.63;29900
806;Dell;Latitude 3580;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1.95;81000
807;Lenovo;Yoga 910-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.38;134900
808;Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8;256GB SSD;AMD Radeon R5 M420X;Windows 10;2;73900
809;HP;ZBook 17;Workstation;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M2200;Windows 10;3.14;206490
810;Asus;Pro P2540UA-XS51;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.37;109900
811;Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.29;149900
812;Dell;XPS 15;Notebook;156;4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06;174900
813;Dell;Latitude 3180;Netbook;116;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;128GB SSD;Intel HD Graphics 505;Windows 10;1.63;74400
814;HP;EliteBook 820;Netbook;125;1366x768;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.26;138900
815;Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;78000
816;HP;15-ba043na (A12-9700P/8GB/2TB/W10);Notebook;156;1366x768;AMD A12-Series 9700P 2.5GHz;8;2TB HDD;AMD Radeon R7 Graphics;Windows 10;2.04;62900
817;Dell;Inspiron 7567;Gaming;156;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62;167900
818;Lenovo;IdeaPad 310-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 920M;Windows 10;2.4;60900
819;HP;Omen 17-an012dx;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1TB HDD;AMD Radeon RX 580;Windows 10;3.74;174900
820;MSI;GE72MVR 7RG;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9;241500
821;Samsung;Notebook 9;Ultrabook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;0.81;149900
822;Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce GT 940MX;Windows 10;1.98;96100
823;Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18;78981
824;Lenovo;Thinkpad T470s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;185900
825;Razer;Blade Stealth;Ultrabook;125;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7500U 2.5GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.29;179900
826;HP;Chromebook 11;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.23;38500
827;Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.36;250502
828;Dell;Latitude 3480;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.76;75500
829;Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;48990
830;Toshiba;Tecra X40-D-10Z;Ultrabook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.25;109000
831;Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.13;249900
832;MSI;GL62M 7RD;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.4;119900
833;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13;187500
834;Toshiba;Satellite Pro;Notebook;14;1366x768;Intel Pentium Dual Core 4405U 2.1GHz;4;128GB SSD;Intel HD Graphics 510;Windows 10;1.75;49900
835;Asus;ZenBook Flip;2 in 1 Convertible;133;Touchscreen / Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.1;135800
836;Dell;Latitude 3480;Notebook;14;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.76;58500
837;Acer;Chromebook 11;Netbook;116;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.35;35500
838;Acer;Swift 3;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1.5;61900
839;Razer;Blade Pro;Gaming;173;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32;512GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49;549900
840;Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1.1;209900
841;Asus;VivoBook Max;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 920;Linux;2.1;51900
842;Lenovo;Thinkpad T460;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.7;118600
843;Lenovo;ThinkPad T470s;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;165000
844;Dell;Alienware 15;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.21;277463
845;Asus;Rog GL702VS-BA023T;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9;241900
846;Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.0;66900
847;Lenovo;N42-20 Chromebook;Notebook;14;1366x768;Intel Celeron Quad Core N3160 1.6GHz;4;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.5;32500
848;Asus;R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB HDD;Intel HD Graphics 620;Windows 10;2.3;59000
849;Asus;Rog GL702VM-GC017T;Gaming;173;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.73;179900
851;Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42;307289
852;HP;ProBook 470;Notebook;173;1600x900;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.63;91000
853;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;2.18;71399
854;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 7;1.54;187000
855;Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18;73900
856;HP;Chromebook X360;2 in 1 Convertible;116;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Chrome OS;1.4;61500
857;Asus;ZenBook UX310UQ-GL026T;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;512GB SSD;Nvidia GeForce 940M;Windows 10;1.45;102600
858;HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.28;227700
859;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 10;1.54;146800
860;HP;250 G6;Notebook;156;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128GB SSD;Intel HD Graphics 400;No OS;1.86;29900
862;Asus;Rog GL502VM-DS74;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.1;189900
863;Dell;Inspiron 5767;Notebook;173;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD Radeon R7 M445;Linux;2.83;86500
864;Lenovo;ThinkPad T470p;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GT 940MX;Windows 10;1.96;190300
865;Asus;K556UR-DM621T (i7-7500U/8GB/256GB/GeForce;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce GTX 930MX;Windows 10;2.3;78700
866;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1.9;94500
867;Asus;X541NA (N4200/4GB/1TB/W10);Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Windows 10;2;44900
868;HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.28;255900
869;Dell;Inspiron 5368;Notebook;133;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;1.62;64900
870;Lenovo;IdeaPad 110-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2.0GHz;4;1TB HDD;Intel HD Graphics 520;No OS;2.2;46900
871;Lenovo;ThinkPad E570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;85066
872;HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;AMD Radeon R7 M465;Windows 10;1.84;134900
873;Toshiba;Portege X30-D-10X;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.05;128500
874;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;No OS;2.5;101700
875;Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7660U 2.5GHz;16;512GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.29;224000
876;HP;Probook 450;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.07;91000
877;Toshiba;Portégé Z30-C-188;Ultrabook;133;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.2;109500
878;Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.37;195000
879;Acer;TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10);Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.56;90200
880;Dell;Precision 3520;Workstation;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia Quadro M620;Windows 10;2.23;177800
881;Lenovo;ThinkPad L570;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.38;105500
882;Lenovo;IdeaPad 110-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M430;No OS;2.2;47900
883;Toshiba;Tecra A50-D-11D;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.0;138800
884;Lenovo;Thinkpad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;180GB SSD;Intel HD Graphics 620;Windows 10;1.44;73500
885;Samsung;Notebook 9;Ultrabook;15;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.23;184900
886;Dell;Latitude 7280;Ultrabook;125;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;169000
887;Asus;X541NA-GO121 (N4200/4GB/1TB/Linux);Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Linux;2;39899
888;Xiaomi;Mi Notebook;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.28;93500
889;Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.18;91250
890;HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2.04;83900
891;HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.28;170000
892;HP;Pavilion x360;2 in 1 Convertible;156;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.3;68480
893;Asus;VivoBook L402NA;Notebook;141;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.65;34800
894;Lenovo;IdeaPad 510-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.2;66900
895;Dell;Inspiron 3552;Notebook;156;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;500GB HDD;Intel HD Graphics;Windows 10;2.2;36900
896;HP;EliteBook x360;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.28;179900
897;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M420X;Linux;2.18;45570
898;Asus;Rog GL753VD-GC082T;Gaming;173;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;12;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;136990
899;Acer;Chromebook C731-C78G;Netbook;116;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.25;29700
900;Lenovo;IdeaPad 110-17ACL;Notebook;173;1600x900;AMD A4-Series 7210 2.2GHz;4;500GB HDD;AMD Radeon R3;Windows 10;2.8;37900
901;HP;Probook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.95;126500
902;HP;Envy x360;2 in 1 Convertible;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16;256GB SSD;Intel HD Graphics 620;Windows 10;1.42;139900
903;Samsung;Notebook 9;Ultrabook;15;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.17;169900
904;Lenovo;ThinkPad T470s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;179900
905;MSI;GS73VR Stealth;Gaming;173;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16;512GB SSD +  2TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43;264900
906;Toshiba;Portege X30-D-10V;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.05;147500
908;Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050Ti;Linux;2.62;92900
909;HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.04;90000
910;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M420X;Windows 10;2.18;61400
911;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;500GB HDD;Intel HD Graphics 620;Windows 10;1.9;93500
912;Dell;XPS 13;2 in 1 Convertible;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7Y75 1.3GHz;8;512GB SSD;Intel HD Graphics 615;Windows 10;1.24;201310
913;Asus;G701VO-IH74K (i7-6820HK/32GB/2x;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32;256GB SSD +  256GB SSD;Nvidia GeForce GTX 980M;Windows 10;3.58;127900
914;Dell;XPS 13;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;16;256GB SSD;Intel HD Graphics 615;Windows 10;1.22;164900
915;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13;204900
916;Lenovo;ThinkPad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.95;196299
917;LG;Gram 15Z970;Ultrabook;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.08;209900
918;HP;Elitebook 820;Netbook;125;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.26;148300
919;Acer;Chromebook CB5-571-C1DZ;Notebook;156;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core 3205U 1.5GHz;4;16GB Flash Storage;Intel HD Graphics;Chrome OS;2.20;35900
920;Lenovo;IdeaPad Y700-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6;78900
922;LG;Gram 14Z970;Ultrabook;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;0.98;189900
923;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;120500
924;HP;Elitebook Folio;Ultrabook;125;4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8;240GB SSD;Intel HD Graphics 515;Windows 10;1.09;310000
925;Lenovo;IdeaPad 510-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2;78900
926;HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.04;101899
927;Acer;Aspire E5-575;Notebook;156;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.4;49900
928;Lenovo;ThinkPad 13;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.44;88100
930;HP;Probook 430;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.49;96000
931;MSI;GE72VR 6RF;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7;159900
932;Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.6;134900
933;MSI;GL62M 7RD;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;111991
934;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;2.18;68499
935;HP;EliteBook 850;Ultrabook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;AMD Radeon R7 M365X;Windows 10;1.84;129699
936;HP;Envy 13-AB077cl;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.39;114900
937;Toshiba;Tecra Z50-C-140;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16;256GB SSD;Nvidia GeForce 930M;Windows 10;2.4;197500
938;Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.37;182500
939;Dell;Latitude 3580;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.95;72990
940;Lenovo;Thinkpad X270;Ultrabook;125;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.36;165000
941;HP;Probook 650;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2.31;116500
942;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.18;70806
943;HP;ProBook 640;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.95;114900
944;Lenovo;IdeaPad 320-15IAP;Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Windows 10;2.2;30900
945;HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.26;157900
946;HP;250 G6;Notebook;156;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;1TB HDD;Intel HD Graphics 400;No OS;1.86;28890
947;Lenovo;Yoga 900-13ISK;2 in 1 Convertible;133;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core i7 6560U 2.2GHz;16;1TB SSD;Intel Iris Graphics 540;Windows 10;1.3;179900
948;Toshiba;Tecra Z40-C-12X;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.47;110500
949;HP;EliteBook 820;Netbook;125;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.26;166900
950;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2.18;55860
951;MSI;GP62M Leopard;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;119900
952;Dell;Latitude 7480;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.36;163900
953;Dell;Alienware 17;Gaming;173;2560x1440;Intel Core i7 6820HK 2.7GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1080;Windows 10;4.36;275800
954;HP;Omen 17-W006na;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 965M;Windows 10;2.75;139900
